lat,long,class
25.000294,121.517582,機車
24.996815,121.520026,普通
25.00999,121.512257,機車
24.99812,121.526915,機車
24.99779,121.515769,機車
24.997806,121.521741,普通
25.014964,121.520519,普通
25.00482,121.517698,普通
25.010268,121.514122,機車
25.007568,121.511805,機車
25.007136,121.519295,機車
25.005149,121.517098,機車
25.002207,121.519373,普通
25.004594,121.512592,普通
24.999355,121.525491,普通
24.996723,121.516129,普通
25.017566,121.512384,機車
25.009976,121.510275,機車
25.007369,121.515702,機車
25.005439,121.510134,機車
25.004022,121.520127,機車
24.998273,121.514814,普通
25.007763,121.525616,汽車
25.010125,121.514601,普通
24.998807,121.518904,普通
24.996337,121.514846,普通
25.017133,121.518346,機車
25.01655,121.51667,機車
25.015498,121.50961,機車
25.01415,121.52002,機車
25.007426,121.508071,機車
25.003943,121.527876,機車
25.000502,121.52218,機車
25.010587,121.512644,普通
24.999944,121.527614,普通
25.010909,121.517325,機車
25.007569,121.521673,機車
25.007158,121.515739,機車
25.006006,121.507328,機車
25.00596,121.507359,機車
25.003692,121.523668,普通
25.010115,121.501169,普通
25.009558,121.520388,普通
25.009187,121.514343,普通
25.004626,121.512332,普通
24.999662,121.528023,普通
25.000956,121.508654,普通
24.997671,121.527793,普通
25.008443,121.503961,普通
25.006882,121.509672,普通
25.006627,121.521924,普通
25.005305,121.517804,普通
25.013833,121.520818,機車
25.012004,121.514352,機車
24.996955,121.527923,汽車
25.014283,121.516246,普通
25.011754,121.516179,機車
25.007166,121.522366,機車
25.002326,121.510586,機車
25.000956,121.508654,機車
24.997496,121.515523,機車
24.997177,121.517131,機車
25.012936,121.51934,普通
,,汽車
24.995045,121.51543,普通
24.99749,121.52066,普通
25.009932,121.520368,機車
25.007583,121.517878,機車
25.003978,121.517237,機車
24.995216,121.515935,普通
25.015444,121.507965,普通
25.015406,121.507936,普通
24.99964,121.517369,普通
25.01462,121.51518,普通
25.009235,121.520977,普通
25.017088,121.510702,機車
25.012484,121.515022,機車
25.008162,121.525447,機車
25.007946,121.515245,機車
25.007209,121.516868,機車
25.004285,121.517921,機車
25.000525,121.526144,機車
24.999864,121.528817,機車
24.995904,121.514465,機車
25.005424,121.517278,普通
24.997681,121.51933,普通
25.014263,121.518884,普通
25.011874,121.514861,普通
25.008989,121.519056,普通
24.998918,121.517088,普通
24.997476,121.526955,普通
25.013032,121.513988,機車
25.00561,121.514307,機車
25.004571,121.519026,機車
24.997921,121.516218,機車
25.007972,121.524394,普通
25.005025,121.512771,普通
24.997924,121.515473,普通
25.001705,121.522292,普通
24.996455,121.514935,普通
25.017417,121.511109,機車
25.013545,121.514191,機車
25.013261,121.513408,機車
25.008053,121.505717,機車
25.004544,121.527672,機車
25.011268,121.508462,普通
25.004325,121.527356,普通
25.00632,121.507499,普通
25.002584,121.510869,普通
25.007295,121.507412,普通
25.007243,121.507369,普通
25.011115,121.502522,機車
25.003056,121.521954,機車
25.004626,121.527418,普通
24.997609,121.525963,普通
25.003123,121.521655,普通
25.000427,121.521187,普通
25.007711,121.514123,機車
25.006323,121.511104,機車
24.995625,121.515165,普通
25.015087,121.515555,普通
25.002184,121.523984,普通
25.006871,121.513198,普通
24.996796,121.527874,普通
25.005489,121.51098,機車
25.005399,121.514273,機車
25.003642,121.525277,機車
25.001828,121.52177,機車
25.013556,121.52156,普通
25.004792,121.512718,普通
25.014544,121.51399,機車
25.010794,121.503181,機車
25.006056,121.516847,機車
25.005748,121.517473,機車
25.016036,121.510923,機車
25.002761,121.525249,機車
25.002662,121.509783,機車
25.000339,121.514421,機車
24.999126,121.525397,機車
24.999679,121.52141,普通
25.008979,121.506067,普通
25.003771,121.517453,普通
25.009666,121.519114,機車
25.007785,121.519769,機車
25.007155,121.52354,機車
25.004678,121.508212,機車
25.000267,121.515491,機車
24.999253,121.518698,機車
25.007889,121.513323,普通
25.01622,121.519155,機車
25.011115,121.502522,機車
25.010988,121.502946,機車
25.009344,121.518998,機車
25.007597,121.524889,機車
25.002328,121.527961,機車
25.000311,121.517814,機車
25.013653,121.512331,機車
25.011639,121.515879,機車
25.005511,121.519261,機車
24.999684,121.521281,普通
24.999228,121.526146,普通
25.017224,121.51032,普通
25.017151,121.510039,機車
25.010625,121.511099,機車
25.009302,121.510206,機車
25.00875,121.50586,機車
,,普通
25.005163,121.517486,普通
25.005817,121.518164,普通
25.000167,121.521838,普通
25.005823,121.5251,普通
25.01167,121.514508,機車
25.008764,121.514867,機車
25.007218,121.508347,機車
25.006153,121.510342,機車
25.000102,121.515989,機車
24.99779,121.525594,機車
25.015524,121.507497,普通
25.012572,121.512001,機車
25.01058,121.503349,機車
25.009289,121.510471,普通
25.000717,121.525853,普通
25.005379,121.5133,機車
25.0086,121.511409,普通
25.009817,121.509416,汽車
25.014151,121.507714,機車
25.009935,121.517331,機車
25.007349,121.513624,機車
25.006998,121.51841,機車
24.99843,121.516667,機車
24.998594,121.525687,普通
25.007751,121.523724,普通
24.997164,121.51554,普通
25.005494,121.518929,普通
25.015127,121.512266,機車
25.012558,121.522494,機車
25.010519,121.509538,機車
25.009109,121.508926,機車
25.00793,121.521339,機車
25.006434,121.517181,機車
25.004396,121.519212,普通
25.004594,121.512592,普通
25.004556,121.512555,普通
25.000541,121.507411,普通
25.0089,121.499764,普通
25.000776,121.521849,普通
25.017186,121.513514,機車
25.015659,121.510101,機車
25.013557,121.507169,機車
25.01236,121.511835,機車
25.007515,121.517069,機車
25.00671,121.516936,機車
24.999456,121.517261,普通
25.011115,121.502522,機車
25.005369,121.527016,機車
25.00152,121.51769,機車
24.996457,121.515698,機車
24.99547,121.513788,機車
24.999972,121.520007,普通
25.004555,121.516771,汽車
24.996375,121.516062,普通
25.00802,121.522148,機車
25.007093,121.522678,機車
25.003886,121.528002,機車
24.998622,121.526068,普通
25.010455,121.509154,普通
25.016831,121.511468,機車
25.011588,121.518424,機車
25.009619,121.505856,機車
25.007762,121.522604,機車
24.997609,121.522746,機車
25.007418,121.508518,普通
25.000045,121.516271,普通
25.01681,121.513401,普通
25.004739,121.524475,普通
24.998589,121.519771,普通
,,普通
25.012354,121.511484,機車
25.012331,121.50573,機車
25.01049,121.520231,機車
25.002124,121.508771,機車
25.013288,121.522062,汽車
25.004046,121.528201,普通
25.008101,121.507977,普通
25.013749,121.512847,機車
25.012578,121.507162,機車
25.011319,121.511584,機車
25.009433,121.511191,機車
25.00685,121.509232,機車
25.005748,121.517473,機車
24.996236,121.518346,機車
25.007517,121.513651,普通
25.018125,121.513673,汽車
25.012603,121.513088,普通
25.008978,121.51871,普通
25.017149,121.517484,普通
25.017579,121.512043,機車
25.013091,121.512248,機車
25.010726,121.509359,機車
25.009456,121.514194,機車
25.007311,121.520388,機車
25.006171,121.519941,機車
25.006123,121.507218,機車
25.002611,121.509335,機車
24.996883,121.527922,普通
25.016488,121.516691,普通
25.008443,121.503961,普通
24.995522,121.513841,普通
25.014491,121.517636,機車
25.014264,121.521417,機車
25.012241,121.51898,機車
25.009738,121.52079,機車
24.996512,121.514991,機車
25.000454,121.52884,汽車
25.007306,121.515036,普通
25.008922,121.502667,普通
24.99787,121.523195,普通
25.008631,121.511603,機車
25.005634,121.513811,機車
25.004667,121.51228,機車
25.01894,121.510951,普通
25.016813,121.511741,機車
25.013618,121.514892,機車
25.00826,121.52087,機車
25.007209,121.516868,機車
25.00412,121.522695,機車
25.003853,121.516814,機車
25.001486,121.515175,機車
24.999791,121.507165,機車
25.014831,121.515556,普通
25.002431,121.517758,普通
25.003858,121.525347,普通
25.009109,121.514101,機車
25.004585,121.51915,機車
25.005454,121.527579,普通
25.004233,121.516584,汽車
25.009949,121.500969,汽車
25.000091,121.507319,普通
25.007373,121.510163,機車
25.001234,121.515408,機車
25.006965,121.513277,普通
25.0128,121.519133,普通
25.002237,121.519656,普通
25.014793,121.516559,機車
25.012927,121.518225,機車
25.012215,121.505459,機車
25.011019,121.522638,機車
25.004725,121.526775,機車
25.00354,121.517848,機車
25.000294,121.522101,機車
24.997487,121.526717,普通
25.004385,121.510682,普通
25.010121,121.516888,機車
25.008577,121.509899,機車
24.996796,121.527874,機車
25.015039,121.516134,普通
24.999796,121.506814,普通
25.016539,121.513685,機車
25.01282,121.517934,機車
25.010524,121.52022,機車
25.006558,121.507768,機車
25.006248,121.507082,機車
25.008894,121.510966,機車
25.008022,121.524402,機車
25.006423,121.524677,機車
25.000984,121.514789,機車
25.000802,121.51656,機車
25.005604,121.507426,普通
25.016644,121.511482,機車
25.014842,121.517326,機車
25.01088,121.514577,機車
25.010416,121.504611,機車
25.005777,121.507303,機車
25.003912,121.516555,機車
25.002601,121.510581,機車
25.00081,121.517545,普通
25.000918,121.523064,普通
25.001056,121.523298,普通
25.01123,121.513849,機車
25.010185,121.515508,機車
24.997279,121.515927,機車
24.996399,121.514578,機車
24.994185,121.513739,機車
25.002592,121.528487,汽車
25.007055,121.515083,普通
24.998312,121.51848,普通
25.006159,121.527799,普通
25.007228,121.513165,機車
25.004746,121.518212,機車
24.997487,121.515885,機車
25.004992,121.524476,普通
25.013843,121.515377,普通
24.999355,121.525491,普通
25.007946,121.515245,機車
25.012815,121.51329,機車
25.007251,121.506386,機車
25.006775,121.516596,機車
25.006657,121.523889,普通
24.999218,121.523039,普通
25.017539,121.511775,機車
25.0071,121.50616,機車
24.998679,121.528634,普通
25.007763,121.525616,普通
24.99979,121.523311,普通
25.006913,121.524633,機車
25.005862,121.525314,機車
25.003034,121.519925,機車
25.002184,121.523984,普通
25.004436,121.523267,普通
25.013125,121.517831,機車
25.015319,121.513361,汽車
25.000549,121.520866,普通
25.006075,121.526568,普通
25.012022,121.52028,普通
25.007759,121.509077,普通
25.017681,121.517343,普通
25.006505,121.525791,普通
25.008029,121.50339,普通
24.996456,121.516209,普通
25.007359,121.525595,普通
25.013658,121.50582,普通
25.006679,121.516145,普通
25.01299,121.515734,機車
24.999134,121.527063,普通
25.013457,121.515268,普通
25.008057,121.519859,普通
24.999849,121.508269,普通
25.006754,121.521175,普通
25.002823,121.527026,普通
25.006359,121.509565,普通
25.015039,121.516134,機車
25.008975,121.523334,機車
24.999398,121.526355,機車
25.003231,121.510648,普通
25.006626,121.516228,普通
25.015127,121.512266,機車
25.013963,121.515738,機車
25.013115,121.507847,機車
25.00874,121.515578,機車
25.007638,121.523883,機車
25.003455,121.514984,機車
25.000341,121.518255,普通
25.016978,121.517482,普通
25.014083,121.521222,機車
25.012679,121.515073,機車
25.010894,121.515616,機車
25.009178,121.520484,機車
25.008186,121.516156,機車
25.007012,121.524748,機車
25.00221,121.508918,機車
25.000273,121.527909,機車
25.018058,121.513595,普通
24.99666,121.521169,普通
25.005566,121.520473,汽車
24.995243,121.515629,機車
24.996489,121.514626,普通
25.007065,121.512795,機車
25.00407,121.512157,機車
25.003027,121.526055,機車
25.002253,121.528617,機車
25.000093,121.516028,機車
25.011123,121.514935,普通
25.000365,121.518324,普通
25.002854,121.524363,普通
25.011319,121.506297,普通
25.011903,121.513466,機車
25.006354,121.522082,機車
25.006075,121.526568,機車
25.005958,121.521362,機車
25.005824,121.518117,汽車
25.001204,121.500123,普通
25.007802,121.512432,普通
25.009171,121.513782,普通
25.00711,121.51854,普通
25.011061,121.514916,機車
25.01003,121.51609,機車
25.008966,121.509477,機車
25.004453,121.52669,機車
25.003267,121.525252,機車
25.015845,121.50907,普通
24.99547,121.513788,普通
25.008947,121.520129,普通
25.011797,121.514845,機車
25.004463,121.513253,機車
25.000382,121.527446,機車
25.000093,121.516028,機車
25.00006,121.520947,機車
24.997785,121.522943,機車
24.997443,121.524517,機車
25.001456,121.509091,普通
25.004818,121.513096,普通
25.002036,121.5267,普通
25.004458,121.534584,普通
25.006012,121.507532,普通
25.017137,121.51277,機車
25.010038,121.510774,機車
25.009107,121.512008,機車
25.004875,121.527233,機車
24.998036,121.522261,機車
25.006159,121.527799,普通
25.008048,121.523594,機車
24.998874,121.517411,機車
25.010788,121.503281,普通
24.999999,121.521245,普通
25.004951,121.526168,普通
25.011607,121.522116,普通
24.997113,121.522668,普通
25.012378,121.516058,機車
25.006308,121.506965,機車
25.014804,121.518269,普通
25.007658,121.512761,普通
25.008525,121.514474,普通
25.016514,121.512472,機車
25.007954,121.513675,機車
25.00624,121.518882,普通
25.006569,121.522395,普通
25.017173,121.511182,汽車
25.013554,121.521814,普通
25.007763,121.525616,普通
25.01894,121.510951,普通
25.008763,121.506025,機車
25.003295,121.517893,機車
25.008885,121.520766,普通
25.010319,121.51391,機車
25.009958,121.506685,機車
25.008324,121.500855,機車
25.008053,121.505717,機車
25.00681,121.50974,機車
25.013442,121.515068,機車
25.011855,121.516373,機車
25.010322,121.516528,機車
25.009304,121.509435,機車
25.00711,121.51854,機車
24.995642,121.515646,機車
25.00429,121.526755,普通
25.005827,121.517659,普通
24.99896,121.518323,普通
24.998918,121.517088,普通
24.99964,121.517369,普通
25.003814,121.523344,機車
24.995797,121.514378,機車
25.000194,121.525366,普通
25.002198,121.525239,普通
25.007058,121.517229,機車
25.006947,121.52226,機車
25.00077,121.519076,機車
24.996438,121.515296,普通
25.008379,121.520057,普通
25.001127,121.518671,普通
25.007404,121.522697,普通
25.007559,121.524593,普通
25.00503,121.514582,普通
25.014735,121.506471,普通
25.010048,121.522069,機車
25.008758,121.509326,機車
25.002012,121.52397,機車
24.998796,121.524417,普通
25.000911,121.518419,普通
24.999323,121.525627,普通
25.0107,121.516208,普通
25.00686,121.507924,普通
25.010789,121.503376,機車
25.002182,121.518312,機車
24.996328,121.516802,機車
25.008964,121.510859,普通
25.002322,121.518715,普通
25.010452,121.514759,普通
25.012529,121.521491,機車
25.010594,121.504613,機車
25.002984,121.523935,機車
25.013801,121.521328,普通
24.99558,121.516189,普通
25.00522,121.517941,普通
25.015509,121.508442,機車
25.00426,121.522945,機車
25.001776,121.526716,機車
25.000553,121.519234,機車
25.007428,121.516376,普通
25.000663,121.519747,普通
25.006316,121.517428,機車
24.998315,121.520189,機車
25.005969,121.507818,普通
25.009215,121.506614,普通
25.007788,121.50777,普通
25.005692,121.516971,普通
25.00931,121.505369,機車
25.008685,121.515698,機車
25.000102,121.515989,機車
24.995597,121.5154,普通
25.005304,121.523658,普通
25.005266,121.512903,普通
25.015177,121.517624,普通
24.996231,121.516632,普通
25.006918,121.509939,機車
25.002145,121.517887,機車
24.997643,121.517464,機車
24.993714,121.513582,機車
25.007085,121.527964,普通
25.010328,121.523892,機車
25.010278,121.523884,機車
25.010209,121.523975,機車
25.005934,121.508088,機車
25.012068,121.507752,普通
25.004292,121.527917,普通
25.012768,121.51724,普通
25.01894,121.510951,普通
25.012422,121.512755,普通
25.009309,121.516881,機車
25.008053,121.505717,機車
25.015962,121.519979,普通
24.998498,121.516042,普通
25.001749,121.525704,機車
25.001638,121.520737,機車
25.014884,121.509089,汽車
25.007486,121.519058,普通
25.008112,121.520898,普通
24.996726,121.517966,普通
24.996685,121.518034,普通
25.014885,121.519393,機車
25.007365,121.512411,機車
25.006696,121.524241,機車
24.996419,121.516711,機車
25.005644,121.508114,普通
25.010484,121.503228,汽車
25.008136,121.518971,機車
25.007486,121.519058,機車
25.009012,121.505297,普通
25.000893,121.524849,普通
25.013318,121.51554,機車
25.007868,121.520607,機車
24.995344,121.513986,機車
25.007914,121.521166,機車
25.006918,121.509939,機車
25.000327,121.519036,機車
25.012057,121.513737,普通
25.008645,121.505702,普通
25.017072,121.512867,機車
25.007763,121.525616,機車
25.002592,121.528487,機車
24.999294,121.525756,機車
25.012968,121.512534,普通
25.007585,121.520039,普通
25.00735,121.513299,機車
25.005738,121.524303,機車
25.005257,121.526968,機車
25.004872,121.507985,機車
25.000733,121.515334,普通
25.013749,121.512847,普通
24.999798,121.516548,普通
25.01894,121.510951,普通
25.006965,121.513277,機車
25.00678,121.511219,機車
25.005662,121.519201,普通
24.995977,121.515874,普通
24.994427,121.513187,普通
25.011952,121.512902,普通
25.00004,121.519572,普通
24.999284,121.525808,普通
25.00835,121.513887,機車
24.999138,121.517268,機車
24.996531,121.526682,普通
25.005112,121.518144,普通
25.002413,121.528576,普通
25.004458,121.534584,普通
25.013772,121.518094,機車
25.009779,121.51087,機車
25.008373,121.51553,機車
25.006626,121.516228,機車
25.005309,121.510645,普通
24.997411,121.522733,普通
24.999453,121.524779,普通
25.004621,121.513162,機車
24.997184,121.516528,機車
24.996149,121.514677,普通
25.014809,121.512174,機車
25.013833,121.511103,機車
25.010212,121.511934,機車
25.008047,121.510998,機車
25.007529,121.513788,機車
25.003294,121.525505,機車
25.000398,121.507516,機車
25.007188,121.516096,普通
24.99964,121.517369,普通
25.01207,121.515216,機車
25.001511,121.522262,機車
24.996512,121.514991,普通
25.006891,121.520864,普通
24.999273,121.525952,普通
25.008227,121.513859,機車
25.000271,121.52783,機車
25.007226,121.52158,普通
24.999729,121.51767,普通
25.010328,121.501258,機車
25.00407,121.517059,機車
24.998612,121.51653,機車
25.012131,121.511099,普通
25.001201,121.509643,普通
25.006331,121.508846,普通
25.006311,121.526216,普通
25.012075,121.517759,普通
25.007896,121.509841,機車
25.007824,121.514654,機車
25.005176,121.524962,機車
25.00416,121.517722,機車
25.000238,121.51992,機車
25.000842,121.525686,普通
24.998723,121.528579,普通
25.000187,121.523086,普通
25.007536,121.523799,普通
25.007395,121.512303,普通
25.006424,121.524266,普通
25.005801,121.513111,機車
25.002192,121.508952,機車
25.004584,121.52669,普通
25.007837,121.507646,普通
25.006633,121.511415,普通
24.997753,121.525255,普通
24.997565,121.519476,普通
25.003747,121.517456,普通
25.017191,121.51684,機車
25.006793,121.520362,機車
24.995597,121.5154,普通
25.002842,121.521118,普通
25.001627,121.518396,普通
25.015854,121.509248,普通
25.01681,121.515137,普通
25.015243,121.508745,普通
25.008254,121.518764,機車
25.005855,121.516431,機車
25.005653,121.520033,機車
24.998344,121.527684,機車
24.997721,121.527533,普通
25.012902,121.510468,普通
24.996957,121.518956,普通
25.007457,121.512132,機車
25.005698,121.513119,機車
25.01123,121.513849,機車
25.002725,121.526356,機車
25.004584,121.52669,普通
24.999616,121.528343,普通
25.013689,121.510559,機車
24.996484,121.519123,普通
25.009097,121.514314,機車
25.005764,121.507042,機車
24.996744,121.526691,普通
25.007987,121.500836,普通
24.996808,121.516478,普通
25.007176,121.520821,普通
25.015163,121.516056,機車
25.009981,121.514574,機車
25.00751,121.50674,機車
24.996869,121.516719,普通
25.016209,121.513034,機車
25.011144,121.520152,機車
25.005751,121.50802,機車
25.004002,121.509477,機車
24.998929,121.525202,機車
25.010067,121.51038,普通
25.008808,121.513833,普通
25.000513,121.525596,普通
25.010177,121.515757,普通
25.012099,121.518581,機車
25.006159,121.527799,機車
25.001143,121.525922,機車
25.002011,121.527289,普通
25.000727,121.520664,普通
25.006216,121.505643,普通
25.012498,121.522546,汽車
25.005777,121.521878,汽車
25.013442,121.515068,機車
25.010484,121.503228,機車
25.010278,121.523884,機車
25.00037,121.525509,普通
25.010289,121.514043,汽車
25.006527,121.521081,汽車
25.017481,121.517265,汽車
25.006065,121.526383,普通
25.005968,121.525066,普通
25.006586,121.520855,普通
25.008053,121.505717,機車
25.007254,121.514722,機車
25.006532,121.509118,機車
24.999088,121.528685,機車
25.010237,121.51838,普通
25.00083,121.525791,普通
25.009389,121.511684,普通
25.009654,121.504259,機車
25.008516,121.500999,機車
25.002174,121.52539,機車
25.00189,121.526164,機車
25.001272,121.527659,機車
24.998506,121.518117,機車
24.996513,121.52083,普通
25.016693,121.512245,普通
25.004915,121.510378,普通
25.01028,121.51407,機車
25.01001,121.521085,機車
25.006947,121.52226,機車
25.000286,121.524175,機車
25.002061,121.509012,普通
25.002595,121.528133,普通
24.9996,121.523827,普通
25.013344,121.507181,普通
25.009456,121.501414,機車
25.009253,121.507226,機車
25.006733,121.510779,機車
25.00542,121.509104,機車
24.996883,121.527922,普通
25.006006,121.507328,普通
25.002595,121.528133,普通
25.006118,121.511067,普通
25.083307,121.557165,普通
25.011264,121.502593,機車
25.007061,121.521642,機車
25.003858,121.522098,機車
24.999233,121.518041,機車
24.998284,121.517552,普通
25.016813,121.511741,普通
25.002643,121.522484,普通
25.006588,121.512831,普通
25.016454,121.516409,機車
25.014102,121.5085,機車
25.010862,121.516628,機車
25.001281,121.524881,機車
25.006891,121.522628,普通
25.006251,121.524579,汽車
25.015077,121.516037,普通
25.017771,121.516182,機車
25.013724,121.509829,機車
25.011409,121.514733,機車
25.009417,121.514652,機車
25.009194,121.508601,機車
25.000733,121.515239,機車
24.998778,121.523867,機車
24.997487,121.515885,機車
25.004133,121.520681,普通
24.996808,121.516478,普通
25.010177,121.515757,機車
25.010151,121.509752,機車
25.006834,121.5169,機車
24.999957,121.518905,普通
25.006558,121.510843,普通
25.00821,121.525283,普通
25.012008,121.513448,機車
25.007914,121.521166,機車
25.005511,121.519261,機車
25.004225,121.52803,機車
24.999631,121.519355,機車
25.005899,121.509672,普通
25.00503,121.514582,普通
25.014173,121.515466,機車
25.010669,121.509102,機車
25.008034,121.522253,機車
24.998591,121.516122,普通
25.011874,121.514861,普通
25.003022,121.521622,普通
25.015739,121.513802,機車
25.007763,121.525616,機車
25.006088,121.517349,機車
25.004436,121.523267,機車
,,汽車
25.000114,121.508236,汽車
25.013636,121.508214,機車
25.006026,121.520753,機車
25.010051,121.51931,普通
25.017461,121.515318,機車
25.012375,121.507691,機車
24.996845,121.515275,機車
25.008008,121.508816,普通
24.996513,121.52083,普通
24.998095,121.516369,普通
25.012191,121.523058,汽車
25.008423,121.514141,機車
25.008414,121.516981,機車
25.006201,121.518326,機車
24.999346,121.526351,機車
25.007289,121.52499,普通
24.998847,121.523438,汽車
25.005194,121.523887,普通
25.014278,121.515813,機車
25.0075,121.509053,機車
25.007155,121.52615,汽車
25.007155,121.52615,普通
25.00213,121.52358,普通
25.013543,121.51608,普通
25.005787,121.520649,普通
25.015964,121.515931,機車
25.015198,121.516064,機車
25.012417,121.520506,機車
25.011313,121.51399,機車
25.01052,121.521939,機車
25.001249,121.509685,機車
24.99459,121.51363,機車
25.005504,121.509201,機車
25.005325,121.508993,機車
25.004779,121.51711,機車
24.99964,121.517369,機車
24.996594,121.515596,機車
25.0048,121.518766,普通
25.008843,121.513557,普通
25.001713,121.523895,普通
25.010276,121.523398,汽車
25.01282,121.511593,機車
25.011318,121.50361,機車
25.010942,121.502969,機車
24.998658,121.528573,機車
24.99717,121.515789,機車
25.010857,121.511481,普通
25.012096,121.511409,普通
25.01254,121.517292,普通
25.005964,121.518309,普通
24.999805,121.522512,普通
25.011385,121.5123,機車
25.004292,121.518067,機車
25.009774,121.510445,普通
24.99877,121.526058,普通
25.007691,121.523115,普通
25.007913,121.508726,普通
24.998175,121.52677,普通
25.002431,121.517866,普通
25.01027,121.515243,機車
25.012603,121.513088,機車
24.996499,121.516146,機車
25.009283,121.501083,普通
25.001064,121.525653,普通
25.007071,121.516162,機車
25.003872,121.51143,機車
25.000181,121.522069,機車
24.9984,121.527351,機車
25.001022,121.526396,汽車
25.01207,121.515216,普通
24.999138,121.517268,機車
24.996729,121.516345,汽車
25.008613,121.513931,普通
25.01355,121.512535,機車
25.01127,121.510829,機車
25.009951,121.514564,機車
25.007012,121.524748,機車
25.006959,121.514975,機車
25.004552,121.526952,汽車
24.997356,121.521319,普通
25.007343,121.515526,機車
25.007295,121.513228,機車
25.001986,121.52849,機車
24.995839,121.516499,機車
24.995839,121.516499,普通
25.007286,121.526205,普通
25.010768,121.514569,機車
25.010327,121.515037,機車
25.00421,121.517433,機車
24.996447,121.51596,機車
25.003017,121.520693,普通
25.004776,121.517989,普通
25.00961,121.509227,普通
25.010335,121.515715,機車
25.010132,121.516354,機車
25.007872,121.511662,機車
25.004649,121.512964,機車
24.998352,121.523072,機車
25.002549,121.524121,普通
25.004557,121.510917,機車
24.996665,121.521266,機車
25.013736,121.512494,普通
25.008298,121.513523,普通
25.007954,121.513675,普通
25.00961,121.509227,機車
25.006067,121.508285,機車
25.00431,121.514278,機車
25.008036,121.511339,普通
25.00022,121.526045,普通
25.016754,121.518843,機車
25.003252,121.523603,機車
24.996517,121.516359,機車
25.01029,121.51403,普通
24.996989,121.517892,汽車
25.004898,121.519377,普通
25.004531,121.524469,汽車
24.998284,121.517552,普通
25.017931,121.515115,機車
25.017101,121.51265,機車
25.01167,121.514508,機車
25.00711,121.515258,普通
25.004458,121.534584,普通
25.011211,121.514674,機車
25.007818,121.514333,機車
25.007122,121.510598,機車
25.005692,121.516971,機車
25.00483,121.508399,機車
25.003288,121.517498,機車
24.996573,121.514729,機車
25.010131,121.50198,普通
25.003384,121.517486,普通
25.009753,121.519494,普通
25.011817,121.519767,普通
25.014967,121.516878,機車
25.011213,121.502645,機車
25.008774,121.500701,機車
25.00608,121.517242,機車
25.005325,121.526502,機車
25.000256,121.506971,普通
25.005003,121.525914,普通
25.016736,121.516482,普通
25.008238,121.514423,普通
25.006057,121.513099,機車
24.999189,121.526813,機車
24.996665,121.521266,機車
25.008378,121.520096,普通
25.00307,121.517997,普通
25.000454,121.52884,普通
25.015015,121.512899,機車
25.000401,121.508592,機車
25.014173,121.515466,普通
25.000146,121.520276,普通
25.00686,121.507924,普通
25.003945,121.517436,機車
25.002794,121.51087,普通
25.005958,121.521362,普通
25.010827,121.52032,機車
25.009275,121.507348,機車
25.004135,121.515505,機車
24.99979,121.522622,機車
24.996297,121.517841,機車
25.000725,121.514753,普通
25.005997,121.528998,普通
25.011429,121.522211,普通
25.011264,121.502593,機車
25.008104,121.522858,機車
25.007932,121.506782,機車
25.006965,121.50656,機車
25.007622,121.523104,普通
25.011626,121.513945,普通
25.007734,121.521377,普通
25.007145,121.523037,普通
24.997462,121.515481,機車
25.018846,121.515097,普通
24.996161,121.515637,普通
25.003114,121.527046,普通
25.008744,121.499903,機車
25.006965,121.513277,機車
25.005937,121.50782,機車
25.011609,121.508186,普通
25.009455,121.523446,普通
25.012169,121.511062,普通
25.006512,121.518746,機車
25.000335,121.518732,機車
24.999617,121.518059,機車
24.995123,121.515728,普通
24.997487,121.515885,機車
25.005016,121.509526,普通
25.008994,121.52159,普通
25.008077,121.514075,機車
25.007725,121.525772,機車
25.002794,121.511035,機車
25.002703,121.526786,機車
24.997086,121.514925,汽車
25.015031,121.506785,機車
25.012149,121.507864,機車
25.008748,121.516213,機車
25.007595,121.518088,機車
25.000041,121.51954,機車
24.999238,121.514282,機車
25.014288,121.510837,機車
25.010942,121.502969,機車
25.009283,121.501083,機車
25.006699,121.516601,機車
24.998185,121.523032,機車
25.000027,121.507493,普通
25.009706,121.523314,汽車
25.005692,121.516971,普通
25.008852,121.518127,機車
24.99979,121.507836,機車
25.003661,121.524186,汽車
25.001249,121.508723,普通
25.007085,121.527964,普通
25.001201,121.509643,機車
24.998933,121.516014,機車
24.99879,121.517739,汽車
25.007085,121.527964,普通
25.009774,121.510445,機車
25.008536,121.509341,機車
25.0078,121.522011,機車
25.006036,121.505886,機車
25.005463,121.513138,機車
24.996968,121.523175,機車
25.011603,121.516133,普通
25.011841,121.515132,普通
25.011337,121.514182,普通
25.014494,121.525642,普通
25.00708,121.517125,普通
25.00878,121.516447,機車
25.007737,121.505867,機車
25.007737,121.505867,機車
25.000534,121.506867,機車
25.004458,121.534584,普通
24.998104,121.517317,普通
25.010239,121.517532,機車
25.003326,121.527065,汽車
24.996082,121.519595,汽車
25.015882,121.513139,機車
25.012268,121.519675,機車
25.011264,121.502593,機車
25.009283,121.501083,機車
25.006656,121.513095,機車
25.00571,121.513887,機車
25.00904,121.52137,普通
25.010795,121.520833,普通
25.008053,121.505717,機車
25.008001,121.517004,機車
25.007946,121.515245,機車
25.00199,121.508052,機車
24.997298,121.514954,機車
25.005692,121.516971,汽車
25.006264,121.524913,普通
24.997706,121.524999,汽車
25.008053,121.505717,機車
